Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,adult,81765.023375677,2249.92978693089,,FALSE,11392,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,adult,38783.271415801006,1280.38053242517,,FALSE,11392,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,adult,18438.605698953,767.947038170346,,FALSE,11392,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,adult,3509.892070254,265.346551079524,,FALSE,11392,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,child,40103.538101942,1552.52964279739,,FALSE,5623,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,child,6754.182627889,428.065155851405,,FALSE,5623,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,child,2614.0787577769997,206.642411254587,,FALSE,5623,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,child,116.746053432,38.2628692501523,*,FALSE,5623,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,adult,37343.428452732,1250.0714431950598,,FALSE,5051,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2014,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,adult,12631.804294726999,579.995370187108,,FALSE,5051,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
