Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,adult,66861.163689331,1878.0091610109598,,FALSE,12716,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,adult,50292.944276933995,1545.64040242341,,FALSE,12716,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,adult,20813.040684402,822.55270474391,,FALSE,12716,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,adult,5420.985162008999,296.073398261556,,FALSE,12716,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,child,34863.477842579,1206.9522485967,,FALSE,6018,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,child,11400.950981356,610.07056023018,,FALSE,6018,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,child,3478.551999974,236.58258730112,,FALSE,6018,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,child,45.246408929,19.4119390844112,*,FALSE,6018,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,adult,34788.943560111,1064.2611184886898,,FALSE,5844,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,adult,15073.654086991999,575.742831482311,,FALSE,5844,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,adult,8980.357430324,422.177262198444,,FALSE,5844,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,adult,2025.592876871,159.840004284949,,FALSE,5844,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,child,12009.936290286001,552.796324357123,,FALSE,1855,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,child,2404.142913613,217.478828997043,,FALSE,1855,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,child,1089.21846906,113.713254122525,,FALSE,1855,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,child,--,--,,FALSE,1855,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Always,adult,88855.461918604,2308.6617966680096,,FALSE,13800,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
