Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,adult,65297.870418606995,1829.22664910719,,FALSE,12570,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,adult,50638.064239437,1464.5949428700399,,FALSE,12570,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,adult,20276.345344655,754.790683790505,,FALSE,12570,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,adult,5379.0320051379995,316.580156839172,,FALSE,12570,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,child,35394.354676516,1166.97344855034,,FALSE,6066,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,child,10238.625911149999,504.645754976122,,FALSE,6066,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,child,3490.56582926,235.293381132493,,FALSE,6066,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,child,107.376109356,32.0177747267519,,FALSE,6066,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,adult,34296.993955483,1057.4531331799,,FALSE,5917,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,adult,15953.878598272,548.589619612404,,FALSE,5917,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,adult,8938.936386793,446.057091367714,,FALSE,5917,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,adult,2041.66720551,181.114513997019,,FALSE,5917,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,child,11443.388650002998,495.554482159267,,FALSE,1819,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,child,2265.8818867,178.593073164756,,FALSE,1819,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,child,1210.87734048,122.279024907395,,FALSE,1819,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,child,--,--,,FALSE,1819,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Always,adult,86558.768023188,2252.2819125877,,FALSE,13652,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Usually,adult,50247.044893588,1433.1195587969,,FALSE,13652,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
