Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,adult,65145.012327097,1514.67634702174,,FALSE,12609,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,adult,47092.003973376,1356.15346122267,,FALSE,12609,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,adult,19900.0978885,756.3138995872599,,FALSE,12609,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,adult,5592.264580804,334.432584584607,,FALSE,12609,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,child,34807.000991923,1090.7922217204898,,FALSE,6149,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,child,10464.364786062,524.973325444391,,FALSE,6149,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,child,4267.222567266001,273.100613302687,,FALSE,6149,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,child,--,--,,FALSE,6149,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,adult,35207.270754246,1022.6501875926599,,FALSE,5950,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,adult,14891.058861075,541.446624962603,,FALSE,5950,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,adult,8359.701879617,393.41350830937995,,FALSE,5950,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,adult,1841.7479965,162.817389865005,,FALSE,5950,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,child,13019.051048711,517.9421122468291,,FALSE,2126,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2003,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,child,2447.681937586,182.311784651273,,FALSE,2126,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
