Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,Adults,85663.590211786,1883.32668260029,,FALSE,12618,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Adults,44329.88235414,1231.90277955239,,FALSE,12618,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Adults,25458.051854797,751.801154342445,,FALSE,12618,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Adults,1065.49964533,148.00314158293102,,FALSE,12618,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,Children,39856.966229263,1246.02569369728,,FALSE,4961,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Children,7208.88892127,481.48437042044804,,FALSE,4961,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Children,3015.3475919380003,252.97933324994003,,FALSE,4961,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Children,121.90243960500001,43.3844434665288,*,FALSE,4961,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Adults,38987.247665286,1077.22552112704,,FALSE,5141,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Adults,14883.467343092,563.477366521997,,FALSE,5141,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Adults,8066.458944065,403.252464947853,,FALSE,5141,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,Adults,688.158204292,131.700724518036,,FALSE,5141,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Children,12944.534441871001,583.483695604726,,FALSE,1449,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Children,1394.7104651299999,179.29162887358498,,FALSE,1449,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Children,583.006407194,93.4993662522105,,FALSE,1449,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2017,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,Children,--,--,,FALSE,1449,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
