Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,adult,64628.661435523005,1706.80426207642,,FALSE,12600,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,adult,48578.176255496,1323.86710085488,,FALSE,12600,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,adult,20272.593101146,705.612002940185,,FALSE,12600,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,adult,5358.690356413001,301.78167530506,,FALSE,12600,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,child,35624.411513979,1146.22270287681,,FALSE,6037,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,child,10065.314797562,507.33787215584,,FALSE,6037,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,child,3451.47851756,237.944237803142,,FALSE,6037,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,child,94.29593992400001,36.286602753350195,*,FALSE,6037,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,adult,34939.515728901,1087.3643324166399,,FALSE,5981,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,adult,15426.662897124,553.284035535148,,FALSE,5981,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,adult,8342.494636071,368.459579043163,,FALSE,5981,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,adult,2411.685495701,214.549325954912,,FALSE,5981,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,child,12667.46528196,558.393740852,,FALSE,1968,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,child,2114.456384468,173.632842572564,,FALSE,1968,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2004,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,child,1179.9572993870001,124.011902094677,,FALSE,1968,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
