Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,adult,78690.75339162201,2130.97761762425,,FALSE,14260,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,adult,41678.745417467995,1095.5371876746499,,FALSE,14260,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,adult,20814.463190572,760.940037726067,,FALSE,14260,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,adult,6023.574911500001,333.575833691234,,FALSE,14260,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,child,38548.218346327,1417.6958320126998,,FALSE,6052,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,child,6960.582688837,423.914738613564,,FALSE,6052,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,child,2482.26195435,221.085372511067,,FALSE,6052,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,child,66.467492075,30.685246534546202,*,FALSE,6052,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,adult,37841.466393852,1002.37367871452,,FALSE,6734,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,adult,15563.843287554,646.04669792075,,FALSE,6734,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,adult,9216.501062311,473.059113313272,,FALSE,6734,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,adult,2732.364068253,213.434575487297,,FALSE,6734,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,child,12611.430306888,564.9346025080621,,FALSE,1749,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,child,1448.07088815,177.46575877273798,,FALSE,1749,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,child,560.943293456,90.8639075230129,,FALSE,1749,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,child,--,--,,FALSE,1749,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Always,adult,99730.941348519,2534.6404786949697,,FALSE,15600,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Usually,adult,45784.896292037,1293.49203442776,,FALSE,15600,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Sometimes/Never,adult,12236.018549092001,507.045998281535,,FALSE,15600,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Don't know/Non-response,adult,1421.2470243559999,168.600522513762,,FALSE,15600,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Always,child,46427.549825646995,1689.95621591515,,FALSE,7596,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Usually,child,8598.555267208001,536.126861737817,,FALSE,7596,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Sometimes/Never,child,1964.770009171,181.661842884957,,FALSE,7596,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Don't know/Non-response,child,168.131581469,43.133036934761,,FALSE,7596,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,explain,How often doctor explained things,Always,adult,98809.939005005,2551.7835965087697,,FALSE,15600,"How often doctor explained things, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2012,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,explain,How often doctor explained things,Usually,adult,49307.740750238,1328.83755404958,,FALSE,15600,"How often doctor explained things, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
