Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,Adults,80181.79387914801,2028.2900296853002,,FALSE,12640,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Adults,39148.11436507,1229.5764612927198,,FALSE,12640,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Adults,19723.600775029,732.087317632851,,FALSE,12640,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Adults,3677.555072713,269.968762390527,,FALSE,12640,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,Children,40487.138433937995,1414.7695250177098,,FALSE,6405,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Children,8109.471111596001,487.088612237878,,FALSE,6405,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Children,2814.832541538,271.022219382917,,FALSE,6405,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Children,107.41662641799999,38.504657575545004,*,FALSE,6405,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Adults,38589.1649236,1158.26927871027,,FALSE,5907,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Adults,13409.668865086,572.161674581347,,FALSE,5907,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Adults,8875.655802347,460.35913364778304,,FALSE,5907,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,Adults,1018.671069345,109.716685329094,,FALSE,5907,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Children,13661.654039449999,609.964129443357,,FALSE,1928,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Children,1738.082669298,168.135625522018,,FALSE,1928,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Children,540.3298461420001,78.3083855726546,,FALSE,1928,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,Children,--,--,,FALSE,1928,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Always,Adults,98722.13499950901,2418.8789550278802,,FALSE,13824,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Usually,Adults,43115.204246823,1296.07384115692,,FALSE,13824,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Sometimes/Never,Adults,11937.366805618,494.675905490157,,FALSE,13824,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Don't know/Non-response,Adults,1445.020082724,172.42820237291798,,FALSE,13824,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Always,Children,47043.187861613995,1575.34051764607,,FALSE,7475,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
2013,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Usually,Children,8515.503162796,496.332671347372,,FALSE,7475,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
