Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,Adults,75945.471040731,2032.63813389077,,FALSE,13694,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Adults,41096.117306816,1151.179584921,,FALSE,13694,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Adults,21131.838781257,730.538379051534,,FALSE,13694,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Adults,6977.310249051,337.110717342219,,FALSE,13694,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,Children,38413.092619069,1331.30858985681,,FALSE,6289,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Children,9257.625307759,474.03689980441305,,FALSE,6289,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Children,2799.386830769,193.802111821264,,FALSE,6289,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Children,--,--,,FALSE,6289,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Adults,36384.309289316996,1106.3196863436501,,FALSE,6376,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Adults,15658.206038077,557.878925503183,,FALSE,6376,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Adults,8992.349740202,422.551380243683,,FALSE,6376,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,Adults,2546.4185517449996,181.84493963058603,,FALSE,6376,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Children,14785.557491108,624.8571736579111,,FALSE,2083,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Children,2040.42669943,171.213267575838,,FALSE,2083,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,Children,796.584161916,104.685631569747,,FALSE,2083,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Don't know/Non-response,Children,--,--,,FALSE,2083,"Ability to schedule an appointment for illness or injury, among children, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Always,Adults,94396.602357937,2351.93733031204,,FALSE,14840,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Usually,Adults,46370.454902581994,1272.0507050101698,,FALSE,14840,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Sometimes/Never,Adults,13228.36481898,542.158377361534,,FALSE,14840,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Don't know/Non-response,Adults,1913.857230029,167.418960861515,,FALSE,14840,"How often doctor listened carefully, among adults with a doctor's visit, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Always,Children,44060.480161641004,1417.76274917527,,FALSE,7389,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Usually,Children,10463.181479964,494.297634328625,,FALSE,7389,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
2009,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,listen,How often doctor listened carefully,Sometimes/Never,Children,2789.732051544,205.35838157789902,,FALSE,7389,"How often doctor listened carefully, among children with a doctor's visit, number of people in thousands (standard errors), United States"
