Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,adult,62192.621783087,1513.6438923647102,,FALSE,11857,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,adult,47134.013934679,1277.32278843565,,FALSE,11857,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,adult,19698.846330297,736.731654391901,,FALSE,11857,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,adult,17314.603082393,642.921213258881,,FALSE,11857,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,child,34493.178654520496,1094.46139756278,,FALSE,5247,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,child,10587.838297418899,541.3914086910389,,FALSE,5247,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,child,3556.5201946050197,254.581712078195,,FALSE,5247,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,child,--,--,,FALSE,5247,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,adult,31877.140608648,972.704906775672,,FALSE,5289,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,adult,15236.483700624,597.200283562216,,FALSE,5289,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2007,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Sometimes/Never,adult,7585.8748275180005,343.75409755520695,,FALSE,5289,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
