Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,asterisk,Percent,sample_size,caption
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,Adults,61066.568672833004,1529.6075208576,,FALSE,15062,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Adults,49328.602542871,1281.6580184609102,,FALSE,15062,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Adults,22231.652088252,702.280779966387,,FALSE,15062,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Adults,4562.789276308,249.152237572433,,FALSE,15062,"Ability to schedule a routine appointment, among adults, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Always,Children,32778.07083713,909.870077074675,,FALSE,6983,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Usually,Children,11160.53303826,473.911608959873,,FALSE,6983,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Sometimes/Never,Children,4988.905009176,273.689328465843,,FALSE,6983,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,routine,Ability to schedule a routine appointment,Don't know/Non-response,Children,11.620885270999999,5.394751722428991,*,FALSE,6983,"Ability to schedule a routine appointment, among children, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Always,Adults,34447.347713275,975.261581372782,,FALSE,7240,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
2002,Population,totPOP,Number of people,(none),ind,(none),Total,Quality of Care,illness,Ability to schedule an appointment for illness or injury,Usually,Adults,16144.990723153998,518.433923247984,,FALSE,7240,"Ability to schedule an appointment for illness or injury, among adults, number of people in thousands (standard errors), United States"
