Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,asterisk,Percent,sample_size,caption
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Anti-Infectives,(none),ind,(none),Total,79551.465043125,1959.12983472553,,FALSE,8331,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Antihyperlipidemic Agents,(none),ind,(none),Total,27492.577308291,894.612096183046,,FALSE,2660,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Antineoplastics,(none),ind,(none),Total,3902.3176171659998,228.126931512755,,FALSE,388,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Cardiovascular Agents,(none),ind,(none),Total,53501.504213208,1309.86337460789,,FALSE,5513,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Central Nervous System Agents,(none),ind,(none),Total,70094.29693324301,1671.27492499143,,FALSE,7731,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Coagulation Modifiers,(none),ind,(none),Total,7530.824557496,373.328231602617,,FALSE,750,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Gastrointestinal Agents,(none),ind,(none),Total,28262.722913065,841.526916595161,,FALSE,2965,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Hormones/Hormone Modifiers,(none),ind,(none),Total,58344.651411163,1410.88262873987,,FALSE,5866,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Miscellaneous Agents,(none),ind,(none),Total,7232.778901946,331.671990849528,,FALSE,719,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Nutritional Products,(none),ind,(none),Total,17030.177242564998,586.8929403804669,,FALSE,1938,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Respiratory Agents,(none),ind,(none),Total,52890.355714690995,1305.3899179139,,FALSE,5868,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Topical Agents,(none),ind,(none),Total,46098.607648025994,1185.6626276955499,,FALSE,4674,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Psychotherapeutic Agents,(none),ind,(none),Total,32325.249305868998,886.809702190601,,FALSE,3355,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Immunologic Agents,(none),ind,(none),Total,767.9290019709999,109.06470567619499,,FALSE,80,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN,(none),ind,(none),Total,2762.443396216,216.058549648411,,FALSE,479,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-CODEINE,(none),ind,(none),Total,6049.917632799999,368.019124168253,,FALSE,689,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-HYDROCODONE,(none),ind,(none),Total,12821.32478088,555.194838963949,,FALSE,1324,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-OXYCODONE,(none),ind,(none),Total,4372.452601029,287.576628592112,,FALSE,425,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACYCLOVIR,(none),ind,(none),Total,950.423682194,125.548456476655,,FALSE,87,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALBUTEROL,(none),ind,(none),Total,12047.463484332,461.089916080742,,FALSE,1442,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALBUTEROL-IPRATROPIUM,(none),ind,(none),Total,1760.8420285930001,158.236147258211,,FALSE,192,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALENDRONATE,(none),ind,(none),Total,3803.410469506,252.009100047367,,FALSE,343,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALLOPURINOL,(none),ind,(none),Total,1625.631193382,137.70694591971,,FALSE,153,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALPRAZOLAM,(none),ind,(none),Total,3834.111377752,275.607758272807,,FALSE,385,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMIODARONE,(none),ind,(none),Total,712.13965704,98.721695423512,,FALSE,65,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMITRIPTYLINE,(none),ind,(none),Total,2703.199405011,198.006593639653,,FALSE,313,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMLODIPINE,(none),ind,(none),Total,5943.48685928,302.629479194244,,FALSE,649,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMLODIPINE-BENAZEPRIL,(none),ind,(none),Total,1760.2954398719999,149.419665136989,,FALSE,200,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMOXICILLIN,(none),ind,(none),Total,23645.389906328997,850.506535464636,,FALSE,2624,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMOXICILLIN-CLAVULANATE,(none),ind,(none),Total,5234.657850513,314.689544743764,,FALSE,531,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMPHETAMINE-DEXTROAMPHETAMINE,(none),ind,(none),Total,1066.198177448,122.252448018907,,FALSE,120,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ASPIRIN,(none),ind,(none),Total,2597.570274316,208.382922154314,,FALSE,320,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ATENOLOL,(none),ind,(none),Total,7578.507939593001,366.72933492925796,,FALSE,746,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ATORVASTATIN,(none),ind,(none),Total,13083.141209157,564.553214221106,,FALSE,1254,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AZELASTINE NASAL,(none),ind,(none),Total,730.7717413849999,101.308426682691,,FALSE,72,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2003,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AZITHROMYCIN,(none),ind,(none),Total,23590.525082352,802.870426015869,,FALSE,2394,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
