Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,asterisk,Percent,sample_size,caption
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Anti-Infectives,(none),ind,(none),Total,70349.076858678993,2299.21464321578,,FALSE,6449,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Antineoplastics,(none),ind,(none),Total,4145.366067424,295.195816055891,,FALSE,356,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Cardiovascular Agents,(none),ind,(none),Total,73963.728223155,2059.0949347209,,FALSE,6957,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Central Nervous System Agents,(none),ind,(none),Total,89479.674571879,2420.24454814673,,FALSE,9006,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Coagulation Modifiers,(none),ind,(none),Total,10466.358486485,556.5343560497851,,FALSE,903,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Gastrointestinal Agents,(none),ind,(none),Total,33876.593462118995,1107.6086337122401,,FALSE,3300,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Hormones/Hormone Modifiers,(none),ind,(none),Total,50418.032539742,1662.67993052844,,FALSE,4088,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Miscellaneous Agents,(none),ind,(none),Total,6884.37761717,389.853432309712,,FALSE,603,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Genitourinary Tract Agents,(none),ind,(none),Total,4288.893228706001,304.51804213905,,FALSE,382,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Nutritional Products,(none),ind,(none),Total,20988.82976869,792.678558440911,,FALSE,2245,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Respiratory Agents,(none),ind,(none),Total,35383.784937150005,1206.34734787824,,FALSE,3704,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Topical Agents,(none),ind,(none),Total,50736.330196967,1643.0100483833,,FALSE,4726,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Alternative Medicines,(none),ind,(none),Total,1971.647055128,193.612357969242,,FALSE,199,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Psychotherapeutic Agents,(none),ind,(none),Total,35532.29625093,1338.9378299729901,,FALSE,2945,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Immunologic Agents,(none),ind,(none),Total,1637.107907457,194.343369329096,,FALSE,140,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Metabolic Agents,(none),ind,(none),Total,57466.734805634,1649.4486249434601,,FALSE,5380,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN,(none),ind,(none),Total,3030.793034232,267.678012592083,,FALSE,403,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-CODEINE,(none),ind,(none),Total,4866.929501926,348.515000481847,,FALSE,489,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-HYDROCODONE,(none),ind,(none),Total,17197.929452569002,782.99037353661,,FALSE,1617,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-OXYCODONE,(none),ind,(none),Total,6597.201962748,419.93160971636695,,FALSE,606,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN/BUTALBITAL/CAFFEINE,(none),ind,(none),Total,789.163631654,104.31506039266701,,FALSE,86,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACYCLOVIR,(none),ind,(none),Total,1395.417541286,168.51480432615799,,FALSE,133,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALBUTEROL,(none),ind,(none),Total,15579.282909643,706.062451250963,,FALSE,1675,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALBUTEROL-IPRATROPIUM,(none),ind,(none),Total,1068.157124127,131.702503029545,,FALSE,96,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALENDRONATE,(none),ind,(none),Total,2030.858468535,168.61206930339603,,FALSE,199,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALLOPURINOL,(none),ind,(none),Total,2919.460064076,211.060298756015,,FALSE,268,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ALPRAZOLAM,(none),ind,(none),Total,5029.359599067,289.78984347702703,,FALSE,439,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMIODARONE,(none),ind,(none),Total,675.6574307359999,93.1217085738443,,FALSE,66,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMITRIPTYLINE,(none),ind,(none),Total,1959.639541319,198.199288945204,,FALSE,188,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMLODIPINE,(none),ind,(none),Total,13717.742312209,547.5422724435671,,FALSE,1430,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMLODIPINE-BENAZEPRIL,(none),ind,(none),Total,1148.431087997,141.724690113713,,FALSE,119,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMOXICILLIN,(none),ind,(none),Total,21512.862761746997,883.2694124801191,,FALSE,2112,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMOXICILLIN-CLAVULANATE,(none),ind,(none),Total,7895.483230532,459.426716263242,,FALSE,721,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2015,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,AMPHETAMINE-DEXTROAMPHETAMINE,(none),ind,(none),Total,3064.631405502,297.617740421223,,FALSE,240,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
