Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,value_rd,se_rd,asterisk,Percent,sample_size,caption
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Anti-Infectives,,ind,,Total,53095.012675554,1817.75712037851,53095,1818,,FALSE,4168,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Antineoplastics,,ind,,Total,4537.25930968,292.089788988564,4537,292,,FALSE,393,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Cardiovascular Agents,,ind,,Total,76734.057301967,2177.35447278198,76734,2177,,FALSE,7050,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Central Nervous System Agents,,ind,,Total,76454.245156903,2262.1442684860203,76454,2262,,FALSE,6636,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Coagulation Modifiers,,ind,,Total,12622.90030991,473.841565960313,12623,474,,FALSE,1174,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Gastrointestinal Agents,,ind,,Total,31685.418925486,1107.8222442839399,31685,1108,,FALSE,2872,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Hormones/Hormone Modifiers,,ind,,Total,48695.221433329,1623.42982441575,48695,1623,,FALSE,3897,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Miscellaneous Agents,,ind,,Total,8292.768900873,423.278906777429,8293,423,,FALSE,690,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Genitourinary Tract Agents,,ind,,Total,4188.932851783,281.29729542894,4189,281,,FALSE,382,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Nutritional Products,,ind,,Total,19240.73947136,694.556376215087,19241,695,,FALSE,1799,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Respiratory Agents,,ind,,Total,33649.270268928994,1121.9150145447502,33649,1122,,FALSE,3011,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Topical Agents,,ind,,Total,41535.307086392,1344.6934794044298,41535,1345,,FALSE,3467,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Alternative Medicines,,ind,,Total,1595.78781617,175.315482655963,1596,175,,FALSE,145,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Psychotherapeutic Agents,,ind,,Total,38197.364248868005,1391.7672510979799,38197,1392,,FALSE,3203,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Immunologic Agents,,ind,,Total,2278.897387597,214.473158461221,2279,214,,FALSE,185,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Metabolic Agents,,ind,,Total,63118.155846387,1791.5116316624,63118,1792,,FALSE,5878,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN,,ind,,Total,2717.148870572,246.676700815402,2717,247,,FALSE,251,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-CODEINE,,ind,,Total,1314.846661348,160.24842676966801,1315,160,,FALSE,122,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-HYDROCODONE,,ind,,Total,8587.152163175,425.630009528783,8587,426,,FALSE,785,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACETAMINOPHEN-OXYCODONE,,ind,,Total,2702.4634687390003,208.26585335915001,2702,208,,FALSE,235,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
2020,Population,totPOP,Number of people with purchase,Prescribed Medicines,RXDRGNAM,Prescribed drug,ACYCLOVIR,,ind,,Total,1100.88368174,148.01172538615,1101,148,,FALSE,89,"Number of people with purchase in thousands (standard errors) by prescribed drug, United States"
