Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,asterisk,Percent,sample_size,caption
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Anti-Infectives,(none),ind,(none),Total,73004.1109965628,1805.90670942712,,FALSE,6603,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Antineoplastics,(none),ind,(none),Total,4496.60997132194,242.577851487173,,FALSE,421,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Cardiovascular Agents,(none),ind,(none),Total,62028.1235712746,1454.1553821735401,,FALSE,5845,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Central Nervous System Agents,(none),ind,(none),Total,77270.5151789978,1719.92127171067,,FALSE,7411,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Coagulation Modifiers,(none),ind,(none),Total,8675.77024236515,424.7999374089,,FALSE,790,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Gastrointestinal Agents,(none),ind,(none),Total,28984.254487919497,764.648020302389,,FALSE,2725,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Hormones/Hormone Modifiers,(none),ind,(none),Total,47419.1478163916,1195.50670177105,,FALSE,4015,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Miscellaneous Agents,(none),ind,(none),Total,10493.358509858901,460.94800115395,,FALSE,935,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Nutritional Products,(none),ind,(none),Total,17248.4521547673,545.317080732245,,FALSE,1769,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
2007,Population,totPOP,Number of people with purchase,Prescribed Medicines,TC1name,Therapeutic class,Respiratory Agents,(none),ind,(none),Total,41556.871930977,1126.85218513412,,FALSE,4001,"Number of people with purchase in thousands (standard errors) by therapeutic class, United States"
