Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,asterisk,Percent,sample_size,caption
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,usc,Usual source of care,No usual source of health care,72722.517974196,2444.06776820961,,FALSE,22667,"Usual source of care, number of people in thousands (standard errors), United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,usc,Usual source of care,Office-based,138200.56031571998,4779.75783712529,,FALSE,22667,"Usual source of care, number of people in thousands (standard errors), United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,usc,Usual source of care,Hospital (not ER),64145.118833368004,2861.24568162831,,FALSE,22667,"Usual source of care, number of people in thousands (standard errors), United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,usc,Usual source of care,Emergency room,1227.703606711,194.754301675269,,FALSE,22667,"Usual source of care, number of people in thousands (standard errors), United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,no_afford,Did not receive treatment because couldn't afford it (2018 and later),Any care,30378.647903885,1086.0775328939799,,FALSE,26580,"Number of people in thousands (standard errors) who did not receive treatment because they couldn't afford it, United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,no_afford,Did not receive treatment because couldn't afford it (2018 and later),Medical care,10211.097972885,509.335068821706,,FALSE,26580,"Number of people in thousands (standard errors) who did not receive treatment because they couldn't afford it, United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,no_afford,Did not receive treatment because couldn't afford it (2018 and later),Dental care,23998.907895426,953.4232702144179,,FALSE,26580,"Number of people in thousands (standard errors) who did not receive treatment because they couldn't afford it, United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,no_afford,Did not receive treatment because couldn't afford it (2018 and later),Prescription medicines,6618.129798827,355.617304723155,,FALSE,26580,"Number of people in thousands (standard errors) who did not receive treatment because they couldn't afford it, United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,delayed,Delayed treatment because couldn't afford it (2018 and later),Any care,44638.8155703,1543.05545565284,,FALSE,26580,"Number of people in thousands (standard errors) who delayed treatment because they couldn't afford it, United States"
2020,Population,totPOP,Number of people,(none),ind,(none),Total,Access to Care,delayed,Delayed treatment because couldn't afford it (2018 and later),Dental care,18429.532206475,793.567714332512,,FALSE,26580,"Number of people in thousands (standard errors) who delayed treatment because they couldn't afford it, United States"
