Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,value_rd,se_rd,asterisk,Percent,sample_size,caption
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,usc,Usual source of care,No usual source of health care,79705.093678222,3590.21915994441,79705,3590,,FALSE,22863,"Usual source of care, number of people in thousands (standard errors), United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,usc,Usual source of care,Office-based,137563.693344189,5830.50193207334,137564,5831,,FALSE,22863,"Usual source of care, number of people in thousands (standard errors), United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,usc,Usual source of care,Hospital (not ER),57305.187116237,2929.9277838655703,57305,2930,,FALSE,22863,"Usual source of care, number of people in thousands (standard errors), United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,usc,Usual source of care,Emergency room,701.691058768,139.47020666222,702,139,,FALSE,22863,"Usual source of care, number of people in thousands (standard errors), United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,no_afford,Did not receive treatment because couldn't afford it (2018 and later),Any care,26457.853599525002,1169.8807554564,26458,1170,,FALSE,27063,"Number of people in thousands (standard errors) who did not receive treatment because they couldn't afford it, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,no_afford,Did not receive treatment because couldn't afford it (2018 and later),Medical care,9592.152790140999,602.329961296965,9592,602,,FALSE,27063,"Number of people in thousands (standard errors) who did not receive treatment because they couldn't afford it, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,no_afford,Did not receive treatment because couldn't afford it (2018 and later),Dental care,20407.545069929998,979.297378579181,20408,979,,FALSE,27063,"Number of people in thousands (standard errors) who did not receive treatment because they couldn't afford it, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,no_afford,Did not receive treatment because couldn't afford it (2018 and later),Prescription medicines,6163.480733889,412.116747675377,6163,412,,FALSE,27063,"Number of people in thousands (standard errors) who did not receive treatment because they couldn't afford it, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,delayed,Delayed treatment because couldn't afford it (2018 and later),Any care,38960.770214145,1632.27038773917,38961,1632,,FALSE,27063,"Number of people in thousands (standard errors) who delayed treatment because they couldn't afford it, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,delayed,Delayed treatment because couldn't afford it (2018 and later),Dental care,18254.031678635,941.580040109713,18254,942,,FALSE,27063,"Number of people in thousands (standard errors) who delayed treatment because they couldn't afford it, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,delayed,Delayed treatment because couldn't afford it (2018 and later),Medical care,29139.822741287,1297.56939260428,29140,1298,,FALSE,27063,"Number of people in thousands (standard errors) who delayed treatment because they couldn't afford it, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Access to Care,delayed,Delayed treatment because couldn't afford it (2018 and later),Prescription medicines,7274.725955009,467.20399399439503,7275,467,,FALSE,27063,"Number of people in thousands (standard errors) who delayed treatment because they couldn't afford it, United States"
2021,Population,totPOP,Number of people,Demographics,agegrps,Age groups,Under 5,Access to Care,usc,Usual source of care,No usual source of health care,1795.6079812700002,270.25825826185803,1796,270,,FALSE,903,"Usual source of care, number of people in thousands (standard errors), by age groups, United States"
