Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,asterisk,Percent,sample_size,caption
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,insurance,"Insurance coverage, all ages","Any private, all ages",206011.068692506,5434.52756472434,,FALSE,32577,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,insurance,"Insurance coverage, all ages","Public only, all ages",55605.929150761,1796.1739615098502,,FALSE,32577,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,insurance,"Insurance coverage, all ages","Uninsured, all ages",37650.037280509,1422.07805579289,,FALSE,32577,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Any private",184037.88603200798,5081.83954431513,,FALSE,28660,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Public only",39832.609259914,1500.39914699591,,FALSE,28660,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Uninsured",37416.262924355004,1414.10582283498,,FALSE,28660,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare only",11508.423542471,538.1539408343081,,FALSE,3917,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare and private",21586.092028156003,843.652851086761,,FALSE,3917,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare and other public",4264.896348376,282.926913579298,,FALSE,3917,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2006,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, No medicare",620.8649884959999,89.2522439294671,,FALSE,3917,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2006,Population,totPOP,Number of people,Demographics,agegrps,Age groups,Under 5,Insurance coverage,insurance,"Insurance coverage, all ages","Any private, all ages",11611.372866173999,562.605552526974,,FALSE,2559,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,Demographics,agegrps,Age groups,Under 5,Insurance coverage,insurance,"Insurance coverage, all ages","Public only, all ages",7488.391430388,404.833708876315,,FALSE,2559,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,Demographics,agegrps,Age groups,Under 5,Insurance coverage,insurance,"Insurance coverage, all ages","Uninsured, all ages",1102.360910249,150.319432535683,,FALSE,2559,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,Demographics,agegrps,Age groups,5-17,Insurance coverage,insurance,"Insurance coverage, all ages","Any private, all ages",34853.75921102,1296.29402965325,,FALSE,7074,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,Demographics,agegrps,Age groups,5-17,Insurance coverage,insurance,"Insurance coverage, all ages","Public only, all ages",15391.481228228999,692.911008210009,,FALSE,7074,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,Demographics,agegrps,Age groups,5-17,Insurance coverage,insurance,"Insurance coverage, all ages","Uninsured, all ages",3658.5174089350003,305.557282951542,,FALSE,7074,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
2006,Population,totPOP,Number of people,Demographics,agegrps,Age groups,18-44,Insurance coverage,insurance,"Insurance coverage, all ages","Any private, all ages",77679.21231147701,2416.2270643768397,,FALSE,11299,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
