Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,value_rd,se_rd,asterisk,Percent,sample_size,caption
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,insurance,"Insurance coverage, all ages","Any private, all ages",218844.33307515402,8645.127649016102,218844,8645,,FALSE,27332,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,insurance,"Insurance coverage, all ages","Public only, all ages",92207.662845396,3872.30703853688,92208,3872,,FALSE,27332,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,insurance,"Insurance coverage, all ages","Uninsured, all ages",20197.39750028,1277.9407014809399,20197,1278,,FALSE,27332,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Any private",190799.715291912,7706.39141455894,190800,7706,,FALSE,20717,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Public only",61703.510078745996,2980.19709646887,61704,2980,,FALSE,20717,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Uninsured",19990.86562783,1264.6114427176099,19991,1265,,FALSE,20717,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare only",21742.777858100002,1049.1902466645001,21743,1049,,FALSE,6615,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare and private",26849.663490841,1258.34091276896,26850,1258,,FALSE,6615,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare and other public",8747.7437963,495.74612201056,8748,496,,FALSE,6615,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2021,Population,totPOP,Number of people,,ind,,Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, No medicare",1415.1172771010001,208.740325996463,1415,209,,FALSE,6615,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2021,Population,totPOP,Number of people,Demographics,agegrps,Age groups,Under 5,Insurance coverage,insurance,"Insurance coverage, all ages","Any private, all ages",11382.843315473,803.816156634683,11383,804,,FALSE,1183,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
2021,Population,totPOP,Number of people,Demographics,agegrps,Age groups,5-17,Insurance coverage,insurance,"Insurance coverage, all ages","Any private, all ages",32676.646030283002,1784.14627340017,32677,1784,,FALSE,4163,"Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
