Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,asterisk,Percent,sample_size,caption
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,insurance,"Insurance coverage, all ages","Any private, all ages",205264.97939927797,5264.78659895273,,FALSE,32320,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,insurance,"Insurance coverage, all ages","Public only, all ages",54291.160957966,1755.4035707231,,FALSE,32320,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,insurance,"Insurance coverage, all ages","Uninsured, all ages",36628.861953652005,1371.76666786896,,FALSE,32320,"Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Any private",183032.692742622,4835.89540027347,,FALSE,28617,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Public only",39229.517579709,1498.83190830602,,FALSE,28617,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_lt65,"Insurance coverage, < 65","<65, Uninsured",36445.39181875,1360.9924016712898,,FALSE,28617,"Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare only",10370.581746862,543.60335967684,,FALSE,3703,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare and private",21989.160464259,897.856819979853,,FALSE,3703,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, Medicare and other public",4691.061631395,297.067594524752,,FALSE,3703,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
2005,Population,totPOP,Number of people,(none),ind,(none),Total,Insurance coverage,ins_ge65,"Insurance coverage, 65+","65+, No medicare",426.596327299,83.5522020193508,,FALSE,3703,"Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
