Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,value_rd,se_rd,asterisk,Percent,sample_size,caption
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_a1c,Hemoglobin A1c measurement,Had measurement,23032.067856519,1390.77711734984,23032,1391,,FALSE,1077,"Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_a1c,Hemoglobin A1c measurement,Did not have measurement,1142.430768378,227.117618956421,1142,227,,FALSE,1077,"Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_a1c,Hemoglobin A1c measurement,Don't know/Non-response,4140.045357042,446.795004732001,4140,447,,FALSE,1077,"Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_chol,Lipid profile,Don't know/Non-response,496.093976027,127.73641834849501,496,128,,FALSE,1077,"Lipid profile among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_chol,Lipid profile,In the past year,25012.975960408,1405.66493622789,25013,1406,,FALSE,1077,"Lipid profile among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_chol,Lipid profile,More than 1 year ago,1865.876901247,304.01684935855303,1866,304,,FALSE,1077,"Lipid profile among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_chol,Lipid profile,Never had cholesterol checked,939.597144257,236.729500670854,940,237,,FALSE,1077,"Lipid profile among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_eye,Eye exam,Don't know/Non-response,480.865070833,134.422694202173,481,134,,FALSE,1077,"Eye exam among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_eye,Eye exam,In the past year,18714.512511515,1109.98505045528,18715,1110,,FALSE,1077,"Eye exam among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_eye,Eye exam,More than 1 year ago,5996.671615556,578.2489275757181,5997,578,,FALSE,1077,"Eye exam among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_eye,Eye exam,Never had eye exam,3122.494784035,459.97638717669304,3122,460,,FALSE,1077,"Eye exam among adults with diabetes, number of people in thousands (standard errors), United States"
2022,Population,totPOP,Number of people,,ind,,Total,Diabetes Care,diab_foot,Foot care,Don't know/Non-response,352.02439446600005,107.986404551649,352,108,*,FALSE,1077,"Foot care among adults with diabetes, number of people in thousands (standard errors), United States"
