Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,value,se,asterisk,Percent,sample_size,caption
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_a1c,Hemoglobin A1c measurement,Had measurement,12696.427372499,507.823153030004,,FALSE,1841,"Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_a1c,Hemoglobin A1c measurement,Did not have measurement,2013.268992798,176.681420983266,,FALSE,1841,"Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_a1c,Hemoglobin A1c measurement,Don't know/Non-response,5362.563715741,307.320211379713,,FALSE,1841,"Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_chol,Lipid profile,Don't know/Non-response,180.506136408,51.2347136132764,,FALSE,1841,"Lipid profile among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_chol,Lipid profile,In the past year,17867.048417697002,646.257487533067,,FALSE,1841,"Lipid profile among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_chol,Lipid profile,More than 1 year ago,1434.7418506020001,136.508270252409,,FALSE,1841,"Lipid profile among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_chol,Lipid profile,Never had cholesterol checked,589.9636763310001,94.3607957986644,,FALSE,1841,"Lipid profile among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_eye,Eye exam,Don't know/Non-response,213.21449513200002,56.95575863475,,FALSE,1841,"Eye exam among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_eye,Eye exam,In the past year,13400.433616838001,543.735865186231,,FALSE,1841,"Eye exam among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_eye,Eye exam,More than 1 year ago,4095.1578516170002,262.054568587787,,FALSE,1841,"Eye exam among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_eye,Eye exam,Never had eye exam,2363.454117451,191.161979314241,,FALSE,1841,"Eye exam among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_foot,Foot care,Don't know/Non-response,194.716853383,58.92172925403,*,FALSE,1841,"Foot care among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_foot,Foot care,In the past year,13868.570044884,555.4643537333741,,FALSE,1841,"Foot care among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_foot,Foot care,More than 1 year ago,1678.948762473,162.66548918149098,,FALSE,1841,"Foot care among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_foot,Foot care,Never had feet checked,4330.024420298,287.36466153448197,,FALSE,1841,"Foot care among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_flu,Flu shot,Don't know/Non-response,193.750298724,51.415171965391096,,FALSE,1841,"Flu shot among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_flu,Flu shot,In the past year,12696.908954339,528.2040079667989,,FALSE,1841,"Flu shot among adults with diabetes, number of people in thousands (standard errors), United States"
2008,Population,totPOP,Number of people,(none),ind,(none),Total,Diabetes Care,diab_flu,Flu shot,More than 1 year ago,2492.63072396,227.381752048312,,FALSE,1841,"Flu shot among adults with diabetes, number of people in thousands (standard errors), United States"
